time,init_utc,cycle,basin,mm_6h
2018-12-04T12:00:00+00:00,2018-11-30T00:00:00+00:00,00,HUC2_07_UpperMiss,0.00015650017894139104
2018-12-04T12:00:00+00:00,2018-11-30T00:00:00+00:00,00,HUC2_10_Missouri,0.0002745295775364393
2018-12-04T18:00:00+00:00,2018-11-30T06:00:00+00:00,06,HUC2_07_UpperMiss,0.0001733692702986797
2018-12-04T18:00:00+00:00,2018-11-30T06:00:00+00:00,06,HUC2_10_Missouri,0.00048062668726105823
2018-12-05T00:00:00+00:00,2018-11-30T12:00:00+00:00,12,HUC2_07_UpperMiss,0.00020857102363256835
2018-12-05T00:00:00+00:00,2018-11-30T12:00:00+00:00,12,HUC2_10_Missouri,0.0003513262305782071
2018-12-05T06:00:00+00:00,2018-11-30T18:00:00+00:00,18,HUC2_07_UpperMiss,0.0001477363697414715
2018-12-05T06:00:00+00:00,2018-11-30T18:00:00+00:00,18,HUC2_10_Missouri,8.145169929956335e-05
2018-12-05T12:00:00+00:00,2018-12-01T00:00:00+00:00,00,HUC2_07_UpperMiss,0.00017831530161875814
2018-12-05T12:00:00+00:00,2018-12-01T00:00:00+00:00,00,HUC2_10_Missouri,8.479265305296295e-05
2018-12-05T18:00:00+00:00,2018-12-01T06:00:00+00:00,06,HUC2_07_UpperMiss,0.00013725249726755895
2018-12-05T18:00:00+00:00,2018-12-01T06:00:00+00:00,06,HUC2_10_Missouri,6.552879835158074e-05
2018-12-06T00:00:00+00:00,2018-12-01T12:00:00+00:00,12,HUC2_07_UpperMiss,0.00012239697133632196
2018-12-06T00:00:00+00:00,2018-12-01T12:00:00+00:00,12,HUC2_10_Missouri,0.0006173141304257136
2018-12-06T06:00:00+00:00,2018-12-01T18:00:00+00:00,18,HUC2_07_UpperMiss,0.0001796997478777287
2018-12-06T06:00:00+00:00,2018-12-01T18:00:00+00:00,18,HUC2_10_Missouri,0.0015207809671590265
2018-12-06T12:00:00+00:00,2018-12-02T00:00:00+00:00,00,HUC2_07_UpperMiss,0.0017453106144416175
2018-12-06T12:00:00+00:00,2018-12-02T00:00:00+00:00,00,HUC2_10_Missouri,0.0013041399862442399
2018-12-06T18:00:00+00:00,2018-12-02T06:00:00+00:00,06,HUC2_07_UpperMiss,0.002314639820920618
2018-12-06T18:00:00+00:00,2018-12-02T06:00:00+00:00,06,HUC2_10_Missouri,0.0006411572421520226
2018-12-07T00:00:00+00:00,2018-12-02T12:00:00+00:00,12,HUC2_07_UpperMiss,0.0014448809070750244
2018-12-07T00:00:00+00:00,2018-12-02T12:00:00+00:00,12,HUC2_10_Missouri,0.00024349593592659996
2018-12-07T06:00:00+00:00,2018-12-02T18:00:00+00:00,18,HUC2_07_UpperMiss,8.592895252718314e-05
2018-12-07T06:00:00+00:00,2018-12-02T18:00:00+00:00,18,HUC2_10_Missouri,3.2662719902122784e-05
2018-12-07T12:00:00+00:00,2018-12-03T00:00:00+00:00,00,HUC2_07_UpperMiss,2.4627347992176626e-05
2018-12-07T12:00:00+00:00,2018-12-03T00:00:00+00:00,00,HUC2_10_Missouri,3.3892723920978596e-05
2018-12-07T18:00:00+00:00,2018-12-03T06:00:00+00:00,06,HUC2_07_UpperMiss,2.5180838852255737e-05
2018-12-07T18:00:00+00:00,2018-12-03T06:00:00+00:00,06,HUC2_10_Missouri,7.601240348066711e-05
2018-12-08T00:00:00+00:00,2018-12-03T12:00:00+00:00,12,HUC2_07_UpperMiss,4.9015751319898074e-06
