time,init_utc,cycle,basin,mm_6h
2018-12-09T18:00:00+00:00,2018-11-30T00:00:00+00:00,00,HUC2_07_UpperMiss,1.648575634061232e-05
2018-12-09T18:00:00+00:00,2018-11-30T00:00:00+00:00,00,HUC2_10_Missouri,0.00011061002750124954
2018-12-10T00:00:00+00:00,2018-11-30T06:00:00+00:00,06,HUC2_07_UpperMiss,0.00015912175398851612
2018-12-10T00:00:00+00:00,2018-11-30T06:00:00+00:00,06,HUC2_10_Missouri,0.00034735879509174014
2018-12-10T06:00:00+00:00,2018-11-30T12:00:00+00:00,12,HUC2_07_UpperMiss,0.00021502890892968887
2018-12-10T06:00:00+00:00,2018-11-30T12:00:00+00:00,12,HUC2_10_Missouri,0.00047251188891657387
2018-12-10T12:00:00+00:00,2018-11-30T18:00:00+00:00,18,HUC2_07_UpperMiss,4.946312366155402e-05
2018-12-10T12:00:00+00:00,2018-11-30T18:00:00+00:00,18,HUC2_10_Missouri,0.0003703111288910755
2018-12-10T18:00:00+00:00,2018-12-01T00:00:00+00:00,00,HUC2_07_UpperMiss,9.185385733901052e-06
2018-12-10T18:00:00+00:00,2018-12-01T00:00:00+00:00,00,HUC2_10_Missouri,0.00011372475381849127
2018-12-11T00:00:00+00:00,2018-12-01T06:00:00+00:00,06,HUC2_07_UpperMiss,0.00021822864307735246
2018-12-11T00:00:00+00:00,2018-12-01T06:00:00+00:00,06,HUC2_10_Missouri,0.0004754554398372847
2018-12-11T06:00:00+00:00,2018-12-01T12:00:00+00:00,12,HUC2_07_UpperMiss,1.6954289650973793e-05
2018-12-11T06:00:00+00:00,2018-12-01T12:00:00+00:00,12,HUC2_10_Missouri,9.179487382296498e-05
2018-12-11T12:00:00+00:00,2018-12-01T18:00:00+00:00,18,HUC2_07_UpperMiss,0.00010226574881746025
2018-12-11T12:00:00+00:00,2018-12-01T18:00:00+00:00,18,HUC2_10_Missouri,0.00018552170884378303
2018-12-11T18:00:00+00:00,2018-12-02T00:00:00+00:00,00,HUC2_07_UpperMiss,0.0
2018-12-11T18:00:00+00:00,2018-12-02T00:00:00+00:00,00,HUC2_10_Missouri,0.0
2018-12-12T00:00:00+00:00,2018-12-02T06:00:00+00:00,06,HUC2_07_UpperMiss,3.426550680093792e-05
2018-12-12T00:00:00+00:00,2018-12-02T06:00:00+00:00,06,HUC2_10_Missouri,0.00038858400107939924
2018-12-12T06:00:00+00:00,2018-12-02T12:00:00+00:00,12,HUC2_07_UpperMiss,0.00010884983776845862
2018-12-12T06:00:00+00:00,2018-12-02T12:00:00+00:00,12,HUC2_10_Missouri,0.0003165230164593574
2018-12-12T12:00:00+00:00,2018-12-02T18:00:00+00:00,18,HUC2_07_UpperMiss,0.00012261621202371554
2018-12-12T12:00:00+00:00,2018-12-02T18:00:00+00:00,18,HUC2_10_Missouri,6.79392486276277e-05
2018-12-12T18:00:00+00:00,2018-12-03T00:00:00+00:00,00,HUC2_07_UpperMiss,0.0002877536305984621
2018-12-12T18:00:00+00:00,2018-12-03T00:00:00+00:00,00,HUC2_10_Missouri,0.000773240308467605
2018-12-13T00:00:00+00:00,2018-12-03T06:00:00+00:00,06,HUC2_07_UpperMiss,0.00024076013283884975
2018-12-13T00:00:00+00:00,2018-12-03T06:00:00+00:00,06,HUC2_10_Missouri,0.0006955401142022091
2018-12-13T06:00:00+00:00,2018-12-03T12:00:00+00:00,12,HUC2_07_UpperMiss,0.0002989474847888563
2018-12-13T06:00:00+00:00,2018-12-03T12:00:00+00:00,12,HUC2_10_Missouri,0.0011884361065202388
2018-12-13T12:00:00+00:00,2018-12-03T18:00:00+00:00,18,HUC2_07_UpperMiss,0.0004110316249957941
2018-12-13T12:00:00+00:00,2018-12-03T18:00:00+00:00,18,HUC2_10_Missouri,0.001117497839073498
2018-12-13T18:00:00+00:00,2018-12-04T00:00:00+00:00,00,HUC2_07_UpperMiss,0.00020575790956337732
2018-12-13T18:00:00+00:00,2018-12-04T00:00:00+00:00,00,HUC2_10_Missouri,0.0006609761005012593
2018-12-14T00:00:00+00:00,2018-12-04T06:00:00+00:00,06,HUC2_07_UpperMiss,0.003954380378240831
2018-12-14T00:00:00+00:00,2018-12-04T06:00:00+00:00,06,HUC2_10_Missouri,0.0013651298360290917
2018-12-14T06:00:00+00:00,2018-12-04T12:00:00+00:00,12,HUC2_07_UpperMiss,0.00029893303521792415
2018-12-14T06:00:00+00:00,2018-12-04T12:00:00+00:00,12,HUC2_10_Missouri,0.0005298356508849762
2018-12-14T12:00:00+00:00,2018-12-04T18:00:00+00:00,18,HUC2_07_UpperMiss,0.002611497685097483
2018-12-14T12:00:00+00:00,2018-12-04T18:00:00+00:00,18,HUC2_10_Missouri,0.00048580711307760375
2018-12-14T18:00:00+00:00,2018-12-05T00:00:00+00:00,00,HUC2_07_UpperMiss,0.00037773845401596916
2018-12-14T18:00:00+00:00,2018-12-05T00:00:00+00:00,00,HUC2_10_Missouri,0.00018615427119830018
2018-12-15T00:00:00+00:00,2018-12-05T06:00:00+00:00,06,HUC2_07_UpperMiss,0.00014428205928166405
2018-12-15T00:00:00+00:00,2018-12-05T06:00:00+00:00,06,HUC2_10_Missouri,3.891238620223505e-05
2018-12-15T06:00:00+00:00,2018-12-05T12:00:00+00:00,12,HUC2_07_UpperMiss,3.9573497956051605e-05
2018-12-15T06:00:00+00:00,2018-12-05T12:00:00+00:00,12,HUC2_10_Missouri,9.365385340379786e-05
2018-12-15T12:00:00+00:00,2018-12-05T18:00:00+00:00,18,HUC2_07_UpperMiss,0.00013964510481624272
2018-12-15T12:00:00+00:00,2018-12-05T18:00:00+00:00,18,HUC2_10_Missouri,0.0005025880601566635
2018-12-15T18:00:00+00:00,2018-12-06T00:00:00+00:00,00,HUC2_07_UpperMiss,0.0004810752172866793
2018-12-15T18:00:00+00:00,2018-12-06T00:00:00+00:00,00,HUC2_10_Missouri,0.000522835442143449
2018-12-16T00:00:00+00:00,2018-12-06T06:00:00+00:00,06,HUC2_07_UpperMiss,0.0021121005344959653
2018-12-16T00:00:00+00:00,2018-12-06T06:00:00+00:00,06,HUC2_10_Missouri,0.00022906923083197605
2018-12-16T06:00:00+00:00,2018-12-06T12:00:00+00:00,12,HUC2_07_UpperMiss,0.00014899121781947075
2018-12-16T06:00:00+00:00,2018-12-06T12:00:00+00:00,12,HUC2_10_Missouri,5.967551790121582e-05
2018-12-16T12:00:00+00:00,2018-12-06T18:00:00+00:00,18,HUC2_07_UpperMiss,4.0463825762856736e-05
2018-12-16T12:00:00+00:00,2018-12-06T18:00:00+00:00,18,HUC2_10_Missouri,0.00013053955875844098
2018-12-16T18:00:00+00:00,2018-12-07T00:00:00+00:00,00,HUC2_07_UpperMiss,0.00010001384933481917
2018-12-16T18:00:00+00:00,2018-12-07T00:00:00+00:00,00,HUC2_10_Missouri,2.9056620029824373e-05
2018-12-17T00:00:00+00:00,2018-12-07T06:00:00+00:00,06,HUC2_07_UpperMiss,4.433789734105583e-05
2018-12-17T00:00:00+00:00,2018-12-07T06:00:00+00:00,06,HUC2_10_Missouri,7.3301627572246145e-06
2018-12-17T06:00:00+00:00,2018-12-07T12:00:00+00:00,12,HUC2_07_UpperMiss,1.9635458655733504e-06
2018-12-17T06:00:00+00:00,2018-12-07T12:00:00+00:00,12,HUC2_10_Missouri,2.469982677927986e-05
2018-12-17T12:00:00+00:00,2018-12-07T18:00:00+00:00,18,HUC2_07_UpperMiss,0.00016919546520228622
2018-12-17T12:00:00+00:00,2018-12-07T18:00:00+00:00,18,HUC2_10_Missouri,3.9993228185103186e-05
2018-12-17T18:00:00+00:00,2018-12-08T00:00:00+00:00,00,HUC2_07_UpperMiss,9.069290709036994e-05
2018-12-17T18:00:00+00:00,2018-12-08T00:00:00+00:00,00,HUC2_10_Missouri,7.725474790439337e-06
2018-12-18T00:00:00+00:00,2018-12-08T06:00:00+00:00,06,HUC2_07_UpperMiss,0.00015306098479081232
2018-12-18T00:00:00+00:00,2018-12-08T06:00:00+00:00,06,HUC2_10_Missouri,0.0005573162022255718
2018-12-18T06:00:00+00:00,2018-12-08T12:00:00+00:00,12,HUC2_07_UpperMiss,1.3633929117339721e-05
2018-12-18T06:00:00+00:00,2018-12-08T12:00:00+00:00,12,HUC2_10_Missouri,0.0002987216382270513
2018-12-18T12:00:00+00:00,2018-12-08T18:00:00+00:00,18,HUC2_07_UpperMiss,0.00012866859049917223
2018-12-18T12:00:00+00:00,2018-12-08T18:00:00+00:00,18,HUC2_10_Missouri,0.0001329573350429042
2018-12-18T18:00:00+00:00,2018-12-09T00:00:00+00:00,00,HUC2_07_UpperMiss,0.00018915472091772005
2018-12-18T18:00:00+00:00,2018-12-09T00:00:00+00:00,00,HUC2_10_Missouri,0.00016120391102166455
2018-12-19T00:00:00+00:00,2018-12-09T06:00:00+00:00,06,HUC2_07_UpperMiss,1.939182889257103e-06
2018-12-19T00:00:00+00:00,2018-12-09T06:00:00+00:00,06,HUC2_10_Missouri,0.000311490556417356
2018-12-19T06:00:00+00:00,2018-12-09T12:00:00+00:00,12,HUC2_07_UpperMiss,0.0010850454237342458
2018-12-19T06:00:00+00:00,2018-12-09T12:00:00+00:00,12,HUC2_10_Missouri,0.0012058300501478101
2018-12-19T12:00:00+00:00,2018-12-09T18:00:00+00:00,18,HUC2_07_UpperMiss,0.0036920527420145465
2018-12-19T12:00:00+00:00,2018-12-09T18:00:00+00:00,18,HUC2_10_Missouri,0.0012573978510280106
2018-12-19T18:00:00+00:00,2018-12-10T00:00:00+00:00,00,HUC2_07_UpperMiss,0.00011020730660287367
2018-12-19T18:00:00+00:00,2018-12-10T00:00:00+00:00,00,HUC2_10_Missouri,0.000879121320350657
2018-12-20T00:00:00+00:00,2018-12-10T06:00:00+00:00,06,HUC2_07_UpperMiss,0.00013610990052782856
2018-12-20T00:00:00+00:00,2018-12-10T06:00:00+00:00,06,HUC2_10_Missouri,0.0010361726714143823
2018-12-20T06:00:00+00:00,2018-12-10T12:00:00+00:00,12,HUC2_07_UpperMiss,4.1913243942373934e-05
2018-12-20T06:00:00+00:00,2018-12-10T12:00:00+00:00,12,HUC2_10_Missouri,0.0011322412257860092
2018-12-20T12:00:00+00:00,2018-12-10T18:00:00+00:00,18,HUC2_07_UpperMiss,0.0004571551975196936
2018-12-20T12:00:00+00:00,2018-12-10T18:00:00+00:00,18,HUC2_10_Missouri,0.00121164217623097
2018-12-20T18:00:00+00:00,2018-12-11T00:00:00+00:00,00,HUC2_07_UpperMiss,0.0010496224124774416
2018-12-20T18:00:00+00:00,2018-12-11T00:00:00+00:00,00,HUC2_10_Missouri,0.0013890022266372498
2018-12-21T00:00:00+00:00,2018-12-11T06:00:00+00:00,06,HUC2_07_UpperMiss,0.00025862288905893115
2018-12-21T00:00:00+00:00,2018-12-11T06:00:00+00:00,06,HUC2_10_Missouri,0.0012106475625227352
2018-12-21T06:00:00+00:00,2018-12-11T12:00:00+00:00,12,HUC2_07_UpperMiss,0.00041053367339057386
2018-12-21T06:00:00+00:00,2018-12-11T12:00:00+00:00,12,HUC2_10_Missouri,0.001098803728544252
2018-12-21T12:00:00+00:00,2018-12-11T18:00:00+00:00,18,HUC2_07_UpperMiss,9.842635901310631e-05
2018-12-21T12:00:00+00:00,2018-12-11T18:00:00+00:00,18,HUC2_10_Missouri,3.2891093946862545e-05
2018-12-21T18:00:00+00:00,2018-12-12T00:00:00+00:00,00,HUC2_07_UpperMiss,0.00029636976553003535
2018-12-21T18:00:00+00:00,2018-12-12T00:00:00+00:00,00,HUC2_10_Missouri,0.0010513718892193075
2018-12-22T00:00:00+00:00,2018-12-12T06:00:00+00:00,06,HUC2_07_UpperMiss,0.00016507302026370224
2018-12-22T00:00:00+00:00,2018-12-12T06:00:00+00:00,06,HUC2_10_Missouri,1.6431052228163986e-06
2018-12-22T06:00:00+00:00,2018-12-12T12:00:00+00:00,12,HUC2_07_UpperMiss,0.00032181304615296107
2018-12-22T06:00:00+00:00,2018-12-12T12:00:00+00:00,12,HUC2_10_Missouri,0.0024408908529308083
2018-12-22T12:00:00+00:00,2018-12-12T18:00:00+00:00,18,HUC2_07_UpperMiss,5.8419686049084794e-06
2018-12-22T12:00:00+00:00,2018-12-12T18:00:00+00:00,18,HUC2_10_Missouri,0.00036653590495391673
2018-12-22T18:00:00+00:00,2018-12-13T00:00:00+00:00,00,HUC2_07_UpperMiss,0.00017067054201874067
2018-12-22T18:00:00+00:00,2018-12-13T00:00:00+00:00,00,HUC2_10_Missouri,0.0022009478579065565
2018-12-23T00:00:00+00:00,2018-12-13T06:00:00+00:00,06,HUC2_07_UpperMiss,4.2281605210194796e-05
2018-12-23T00:00:00+00:00,2018-12-13T06:00:00+00:00,06,HUC2_10_Missouri,0.00013205308979883835
2018-12-23T06:00:00+00:00,2018-12-13T12:00:00+00:00,12,HUC2_07_UpperMiss,0.000981603621266204
2018-12-23T06:00:00+00:00,2018-12-13T12:00:00+00:00,12,HUC2_10_Missouri,0.0011624837006728357
2018-12-23T12:00:00+00:00,2018-12-13T18:00:00+00:00,18,HUC2_07_UpperMiss,0.0021864114761684303
2018-12-23T12:00:00+00:00,2018-12-13T18:00:00+00:00,18,HUC2_10_Missouri,0.003649457868568236
2018-12-23T18:00:00+00:00,2018-12-14T00:00:00+00:00,00,HUC2_07_UpperMiss,0.0008550961573000663
2018-12-23T18:00:00+00:00,2018-12-14T00:00:00+00:00,00,HUC2_10_Missouri,0.0028321349116575472
2018-12-24T00:00:00+00:00,2018-12-14T06:00:00+00:00,06,HUC2_07_UpperMiss,0.00011046514142057445
2018-12-24T00:00:00+00:00,2018-12-14T06:00:00+00:00,06,HUC2_10_Missouri,0.0005736617654104968
2018-12-24T06:00:00+00:00,2018-12-14T12:00:00+00:00,12,HUC2_07_UpperMiss,6.823082512506222e-05
2018-12-24T06:00:00+00:00,2018-12-14T12:00:00+00:00,12,HUC2_10_Missouri,0.00041513991518710543
2018-12-24T12:00:00+00:00,2018-12-14T18:00:00+00:00,18,HUC2_07_UpperMiss,0.00011735675060802886
2018-12-24T12:00:00+00:00,2018-12-14T18:00:00+00:00,18,HUC2_10_Missouri,0.0005400963201843987
2018-12-24T18:00:00+00:00,2018-12-15T00:00:00+00:00,00,HUC2_07_UpperMiss,5.1720250530178904e-05
2018-12-24T18:00:00+00:00,2018-12-15T00:00:00+00:00,00,HUC2_10_Missouri,0.0028823322164426893
2018-12-25T00:00:00+00:00,2018-12-15T06:00:00+00:00,06,HUC2_07_UpperMiss,0.00044106123613065694
2018-12-25T00:00:00+00:00,2018-12-15T06:00:00+00:00,06,HUC2_10_Missouri,0.0005746373821927585
2018-12-25T06:00:00+00:00,2018-12-15T12:00:00+00:00,12,HUC2_07_UpperMiss,0.0007902232232624206
2018-12-25T06:00:00+00:00,2018-12-15T12:00:00+00:00,12,HUC2_10_Missouri,0.0021320582502098477
2018-12-25T12:00:00+00:00,2018-12-15T18:00:00+00:00,18,HUC2_07_UpperMiss,0.0007574577715864372
2018-12-25T12:00:00+00:00,2018-12-15T18:00:00+00:00,18,HUC2_10_Missouri,0.0036358745956898567
2018-12-25T18:00:00+00:00,2018-12-16T00:00:00+00:00,00,HUC2_07_UpperMiss,0.0042682165775790384
2018-12-25T18:00:00+00:00,2018-12-16T00:00:00+00:00,00,HUC2_10_Missouri,0.0010514460149729783
2018-12-26T00:00:00+00:00,2018-12-16T06:00:00+00:00,06,HUC2_07_UpperMiss,0.0013399037452467004
2018-12-26T00:00:00+00:00,2018-12-16T06:00:00+00:00,06,HUC2_10_Missouri,0.0005161669108025479
2018-12-26T06:00:00+00:00,2018-12-16T12:00:00+00:00,12,HUC2_07_UpperMiss,6.851590825953962e-05
2018-12-26T06:00:00+00:00,2018-12-16T12:00:00+00:00,12,HUC2_10_Missouri,0.0015671183160680725
2018-12-26T12:00:00+00:00,2018-12-16T18:00:00+00:00,18,HUC2_07_UpperMiss,3.9631795282258375e-06
2018-12-26T12:00:00+00:00,2018-12-16T18:00:00+00:00,18,HUC2_10_Missouri,0.0033298047729708605
2018-12-26T18:00:00+00:00,2018-12-17T00:00:00+00:00,00,HUC2_07_UpperMiss,0.0033957455972312388
2018-12-26T18:00:00+00:00,2018-12-17T00:00:00+00:00,00,HUC2_10_Missouri,0.003493840904236784
2018-12-27T00:00:00+00:00,2018-12-17T06:00:00+00:00,06,HUC2_07_UpperMiss,0.0024425201862327914
2018-12-27T00:00:00+00:00,2018-12-17T06:00:00+00:00,06,HUC2_10_Missouri,0.0019349401582477246
2018-12-27T06:00:00+00:00,2018-12-17T12:00:00+00:00,12,HUC2_07_UpperMiss,0.007605800439243023
2018-12-27T06:00:00+00:00,2018-12-17T12:00:00+00:00,12,HUC2_10_Missouri,0.006738870692130438
2018-12-27T12:00:00+00:00,2018-12-17T18:00:00+00:00,18,HUC2_07_UpperMiss,0.0012568484771734267
2018-12-27T12:00:00+00:00,2018-12-17T18:00:00+00:00,18,HUC2_10_Missouri,0.00043255702286142486
2018-12-27T18:00:00+00:00,2018-12-18T00:00:00+00:00,00,HUC2_07_UpperMiss,0.0014845599174265192
2018-12-27T18:00:00+00:00,2018-12-18T00:00:00+00:00,00,HUC2_10_Missouri,0.0006471502035436693
2018-12-28T00:00:00+00:00,2018-12-18T06:00:00+00:00,06,HUC2_07_UpperMiss,0.003522110262940217
2018-12-28T00:00:00+00:00,2018-12-18T06:00:00+00:00,06,HUC2_10_Missouri,0.0014164318081771527
2018-12-28T06:00:00+00:00,2018-12-18T12:00:00+00:00,12,HUC2_07_UpperMiss,0.00041659211742736874
2018-12-28T06:00:00+00:00,2018-12-18T12:00:00+00:00,12,HUC2_10_Missouri,0.0023845960801022964
2018-12-28T12:00:00+00:00,2018-12-18T18:00:00+00:00,18,HUC2_07_UpperMiss,0.0002212308835495574
2018-12-28T12:00:00+00:00,2018-12-18T18:00:00+00:00,18,HUC2_10_Missouri,0.0009992803926746079
2018-12-28T18:00:00+00:00,2018-12-19T00:00:00+00:00,00,HUC2_07_UpperMiss,0.0002664904115831216
2018-12-28T18:00:00+00:00,2018-12-19T00:00:00+00:00,00,HUC2_10_Missouri,0.0004026239004344379
2018-12-29T00:00:00+00:00,2018-12-19T06:00:00+00:00,06,HUC2_07_UpperMiss,7.848708202273138e-05
2018-12-29T00:00:00+00:00,2018-12-19T06:00:00+00:00,06,HUC2_10_Missouri,0.00026361291883969734
